transaction_id,timestamp,product_category,price,quantity,discount_applied
T01100,2026-03-04T11:44:32.827Z,Pastry,4.32,2,FALSE
T01101,2026-01-06T11:47:03.401Z,Pour Over,5.60,1,FALSE
T01102,2026-01-29T05:49:15.819Z,Cold Brew,4.15,4,FALSE
T01103,2026-03-07T05:58:20.849Z,Espresso,3.97,1,FALSE
T01104,2025-12-14T21:24:24.978Z,Merch,24.67,3,FALSE
T01105,2025-12-14T17:31:28.259Z,Merch,25.15,1,FALSE
T01106,2026-02-07T05:23:48.437Z,Pastry,4.54,2,FALSE
T01107,2025-12-24T04:36:00.280Z,Espresso,3.29,3,FALSE
T01108,2026-02-14T20:36:58.530Z,Pastry,3.67,4,FALSE
T01109,2026-01-26T18:22:20.950Z,Pastry,3.64,4,FALSE
T01110,2026-01-15T21:06:15.879Z,Pastry,3.98,3,TRUE
T01111,2026-02-13T10:57:10.629Z,Merch,24.89,2,FALSE
T01112,2026-02-05T06:20:56.731Z,Pour Over,5.05,2,FALSE
T01113,2025-12-15T14:55:57.821Z,Merch,25.44,2,FALSE
T01114,2026-02-11T09:05:55.716Z,Merch,25.32,2,TRUE
T01115,2026-01-29T01:38:18.761Z,Pour Over,5.94,1,FALSE
T01116,2026-02-13T20:53:39.825Z,Pour Over,5.54,2,FALSE
T01117,2026-01-26T08:31:49.841Z,Merch,25.03,1,FALSE
T01118,2026-02-11T14:38:07.175Z,Pour Over,5.08,2,FALSE
T01119,2026-01-04T06:09:42.120Z,Espresso,3.38,2,FALSE
T01120,2026-03-07T08:43:12.467Z,Pour Over,5.32,2,FALSE
T01121,2026-02-22T00:54:43.887Z,Espresso,3.71,1,FALSE
T01122,2026-01-18T03:30:22.245Z,Espresso,4.04,1,FALSE
T01123,2026-02-03T07:38:30.738Z,Merch,24.91,3,TRUE
T01124,2026-02-03T06:59:58.885Z,Pastry,3.82,3,FALSE
T01125,2026-02-16T05:32:56.521Z,Cold Brew,4.80,2,FALSE
T01126,2026-02-11T00:50:44.605Z,Merch,25.93,1,FALSE
T01127,2026-01-08T01:25:36.442Z,Merch,25.31,1,FALSE
T01128,2026-03-03T17:41:29.906Z,Pour Over,5.60,1,FALSE
T01129,2026-02-08T04:37:06.880Z,Cold Brew,4.68,2,FALSE
T01130,2026-01-26T10:27:37.841Z,Espresso,4.23,2,FALSE
T01131,2026-01-29T08:46:27.502Z,Pour Over,4.72,4,FALSE
T01132,2026-02-17T06:04:53.213Z,Merch,24.98,4,FALSE
T01133,2025-12-15T11:32:16.612Z,Pastry,4.47,1,FALSE
T01134,2026-02-17T03:57:43.895Z,Pour Over,5.17,1,TRUE
T01135,2026-03-07T21:41:40.678Z,Espresso,4.08,2,TRUE
T01136,2026-01-30T02:04:21.026Z,Merch,24.80,2,FALSE
T01137,2026-01-28T04:59:04.585Z,Cold Brew,4.53,1,TRUE
T01138,2026-01-20T22:59:38.571Z,Merch,25.86,2,FALSE
T01139,2026-02-04T13:01:30.431Z,Pour Over,4.76,4,TRUE
T01140,2026-02-11T09:29:33.694Z,Pastry,4.61,1,FALSE
T01141,2026-02-11T15:23:17.897Z,Pastry,3.80,3,TRUE
T01142,2026-01-21T21:11:03.591Z,Espresso,4.36,2,FALSE
T01143,2025-12-31T09:10:20.279Z,Pastry,4.02,1,TRUE
T01144,2026-03-05T05:01:13.716Z,Merch,25.82,1,FALSE
T01145,2026-01-08T04:15:09.523Z,Cold Brew,4.87,1,FALSE
T01146,2026-01-07T03:45:47.787Z,Merch,25.23,1,FALSE
T01147,2025-12-10T17:17:51.415Z,Merch,25.03,1,FALSE
T01148,2025-12-14T00:42:28.227Z,Pastry,4.96,2,FALSE
T01149,2025-12-13T19:30:18.213Z,Merch,24.88,2,FALSE
T01150,2025-12-13T08:46:27.770Z,Espresso,4.24,1,FALSE
T01151,2026-01-13T16:12:47.036Z,Merch,25.24,1,FALSE
T01152,2026-02-14T02:28:07.720Z,Espresso,3.22,2,TRUE
T01153,2026-01-28T06:27:06.347Z,Cold Brew,4.91,2,FALSE
T01154,2026-02-16T01:58:38.647Z,Merch,25.30,1,TRUE
T01155,2026-02-21T00:57:52.031Z,Cold Brew,4.92,2,TRUE
T01156,2026-02-01T15:35:09.765Z,Pastry,4.48,2,FALSE
T01157,2026-01-22T08:48:37.307Z,Pastry,4.84,2,TRUE
T01158,2026-01-28T07:08:55.019Z,Pastry,3.69,3,FALSE
T01159,2025-12-16T00:58:08.761Z,Espresso,4.13,1,TRUE
T01160,2026-02-19T17:55:09.617Z,Cold Brew,4.89,2,TRUE
T01161,2026-02-07T06:47:39.711Z,Pastry,4.52,2,FALSE
T01162,2026-02-03T03:27:57.513Z,Cold Brew,4.27,4,FALSE
T01163,2026-01-02T06:18:03.056Z,Espresso,3.59,2,FALSE
T01164,2026-01-15T21:58:23.960Z,Cold Brew,4.21,2,FALSE
T01165,2026-01-05T18:04:58.624Z,Cold Brew,5.15,1,FALSE
T01166,2026-01-03T12:21:54.139Z,Cold Brew,4.20,4,TRUE
T01167,2026-01-20T10:09:40.716Z,Espresso,3.19,2,FALSE
T01168,2026-01-06T23:54:11.644Z,Pour Over,4.53,4,FALSE
T01169,2025-12-13T17:04:51.849Z,Merch,25.61,1,FALSE
T01170,2025-12-15T01:38:23.490Z,Merch,24.51,4,TRUE
T01171,2025-12-19T18:14:20.991Z,Merch,25.14,1,FALSE
T01172,2026-02-27T06:52:57.096Z,Espresso,3.14,2,FALSE
T01173,2025-12-25T04:09:01.706Z,Merch,25.57,2,TRUE
T01174,2026-01-16T20:52:08.643Z,Cold Brew,5.25,2,FALSE
T01175,2026-01-11T08:22:14.973Z,Merch,25.96,1,FALSE
T01176,2025-12-14T04:19:21.102Z,Merch,24.75,2,TRUE
T01177,2026-01-26T07:05:19.337Z,Pour Over,5.93,1,FALSE
T01178,2026-02-01T15:52:15.824Z,Merch,24.93,4,TRUE
T01179,2026-02-04T17:31:37.129Z,Merch,24.81,2,TRUE
T01180,2026-02-04T04:38:31.994Z,Cold Brew,4.95,1,FALSE
T01181,2026-01-22T01:06:21.932Z,Espresso,3.39,3,FALSE
T01182,2026-02-17T06:14:35.640Z,Pastry,4.43,1,FALSE
T01183,2026-02-25T11:43:40.718Z,Pastry,4.04,2,FALSE
T01184,2026-01-02T07:29:51.671Z,Pour Over,4.67,4,FALSE
T01185,2026-02-25T16:02:19.386Z,Pour Over,5.66,1,FALSE
T01186,2026-02-06T11:46:52.114Z,Pastry,4.55,1,TRUE
T01187,2026-02-27T02:01:10.497Z,Espresso,4.19,1,FALSE
T01188,2026-01-13T20:38:13.824Z,Pour Over,4.68,2,FALSE
T01189,2026-01-30T21:10:14.040Z,Espresso,3.39,4,TRUE
T01190,2026-01-09T14:25:15.433Z,Pour Over,5.50,2,TRUE
T01191,2025-12-25T00:51:54.451Z,Pour Over,4.62,2,FALSE
T01192,2025-12-29T23:39:22.907Z,Cold Brew,4.49,4,TRUE
T01193,2026-01-21T14:08:01.363Z,Pastry,4.29,2,TRUE
T01194,2026-01-15T16:10:14.404Z,Espresso,4.48,1,FALSE
T01195,2025-12-23T15:27:43.094Z,Merch,24.83,3,FALSE
T01196,2025-12-13T15:39:13.315Z,Pastry,4.40,2,TRUE
T01197,2026-01-04T15:54:39.867Z,Merch,25.38,1,FALSE
T01198,2026-01-19T23:57:59.639Z,Espresso,3.24,4,TRUE
T01199,2026-01-06T21:15:03.725Z,Merch,25.92,1,FALSE
T01200,2026-01-04T21:14:46.350Z,Cold Brew,4.95,2,FALSE
T01201,2026-02-18T03:17:34.265Z,Pour Over,5.83,1,FALSE
T01202,2026-01-16T19:48:09.891Z,Pastry,3.63,2,TRUE
T01203,2026-02-25T13:37:51.477Z,Merch,25.31,1,FALSE
T01204,2026-02-05T23:55:21.955Z,Pour Over,4.89,3,FALSE
T01205,2026-03-06T22:09:23.766Z,Pour Over,5.03,1,FALSE
T01206,2026-01-18T17:12:03.093Z,Merch,24.55,2,FALSE
T01207,2026-01-23T07:04:08.292Z,Espresso,4.42,1,FALSE
T01208,2026-02-28T20:37:46.992Z,Espresso,3.79,1,FALSE
T01209,2026-01-09T11:43:07.651Z,Merch,25.21,1,TRUE
T01210,2026-01-24T22:02:01.823Z,Pastry,4.91,2,FALSE
T01211,2026-02-05T05:51:20.948Z,Pour Over,5.41,2,FALSE
T01212,2026-01-20T16:13:20.900Z,Pour Over,5.81,2,TRUE
T01213,2025-12-21T04:51:18.320Z,Pastry,3.82,2,FALSE
T01214,2026-02-14T07:48:57.765Z,Pastry,4.27,2,FALSE
T01215,2025-12-26T15:40:16.040Z,Pastry,4.64,1,FALSE
T01216,2026-01-12T04:12:38.768Z,Espresso,4.39,2,FALSE
T01217,2026-02-05T23:58:11.780Z,Espresso,4.38,2,FALSE
T01218,2025-12-29T00:05:31.586Z,Pour Over,4.75,2,TRUE
T01219,2025-12-18T17:13:26.274Z,Cold Brew,4.93,1,FALSE
T01220,2025-12-17T23:02:09.496Z,Pour Over,5.77,1,FALSE
T01221,2026-02-19T02:54:55.877Z,Merch,24.78,2,FALSE
T01222,2026-02-10T08:12:06.441Z,Cold Brew,4.40,2,TRUE
T01223,2026-02-20T17:56:59.931Z,Espresso,3.73,1,FALSE
T01224,2025-12-21T01:12:57.921Z,Pastry,4.06,2,TRUE
T01225,2026-01-15T09:25:14.702Z,Espresso,3.96,1,TRUE
T01226,2026-01-28T14:33:46.113Z,Merch,24.90,2,FALSE
T01227,2025-12-31T22:48:00.675Z,Pastry,3.63,4,TRUE
T01228,2026-02-09T00:04:02.679Z,Pour Over,5.29,1,FALSE
T01229,2025-12-21T09:26:15.837Z,Cold Brew,5.12,1,FALSE
T01230,2026-02-07T16:10:25.188Z,Pour Over,5.73,1,FALSE
T01231,2026-02-11T22:08:39.914Z,Espresso,4.03,1,TRUE
T01232,2026-02-11T06:30:48.846Z,Pour Over,5.14,1,FALSE
T01233,2026-01-23T03:47:46.463Z,Merch,24.96,3,FALSE
T01234,2026-02-28T08:46:15.429Z,Pour Over,4.61,3,TRUE
T01235,2025-12-28T16:42:47.441Z,Cold Brew,4.73,2,TRUE
T01236,2025-12-15T06:48:50.436Z,Pastry,4.71,1,TRUE
T01237,2026-01-18T22:54:21.780Z,Espresso,3.92,1,FALSE
T01238,2026-01-08T15:03:04.790Z,Pour Over,5.07,2,FALSE
T01239,2025-12-23T16:43:21.007Z,Cold Brew,5.01,2,FALSE
T01240,2026-01-24T03:44:41.379Z,Pastry,4.73,1,FALSE
T01241,2025-12-28T14:22:42.758Z,Pastry,3.83,4,FALSE
T01242,2026-01-08T16:07:06.064Z,Espresso,4.47,2,TRUE
T01243,2025-12-25T02:50:54.892Z,Merch,25.29,2,FALSE
T01244,2025-12-15T07:13:12.646Z,Espresso,4.35,1,FALSE
T01245,2026-02-07T22:44:51.656Z,Espresso,4.44,1,FALSE
T01246,2026-01-26T13:56:03.702Z,Pastry,4.59,1,FALSE
T01247,2026-02-21T18:43:16.500Z,Espresso,4.17,2,FALSE
T01248,2025-12-13T17:48:21.590Z,Pastry,4.88,2,FALSE
T01249,2026-02-13T18:33:36.808Z,Pastry,4.45,2,FALSE
T01250,2025-12-21T16:49:03.315Z,Cold Brew,4.66,1,FALSE
T01251,2025-12-20T01:11:45.621Z,Pour Over,5.34,2,TRUE
T01252,2025-12-17T17:53:02.266Z,Pour Over,5.87,1,FALSE
T01253,2026-03-08T15:21:40.326Z,Merch,25.35,2,FALSE
T01254,2025-12-13T19:09:31.772Z,Merch,25.77,1,TRUE
T01255,2025-12-09T21:58:49.888Z,Cold Brew,4.62,1,FALSE
T01256,2026-02-15T05:54:47.591Z,Pour Over,4.95,2,FALSE
T01257,2026-02-08T20:04:49.709Z,Pour Over,5.92,1,TRUE
T01258,2025-12-15T05:12:07.440Z,Espresso,3.15,3,FALSE
T01259,2026-01-17T16:17:47.096Z,Pastry,4.45,2,FALSE
T01260,2025-12-28T07:59:33.506Z,Espresso,3.82,2,FALSE
T01261,2026-01-29T10:38:24.002Z,Pastry,4.08,1,FALSE
T01262,2025-12-12T02:46:20.782Z,Pour Over,5.50,1,TRUE
T01263,2026-02-12T16:42:49.412Z,Espresso,3.33,3,FALSE
T01264,2026-01-05T10:31:37.578Z,Cold Brew,5.04,2,TRUE
T01265,2026-02-11T01:02:52.101Z,Merch,25.65,2,FALSE
T01266,2026-01-09T20:46:32.079Z,Pour Over,4.69,2,FALSE
T01267,2026-01-12T13:29:04.394Z,Pastry,4.57,2,FALSE
T01268,2026-01-12T13:37:27.559Z,Cold Brew,5.33,2,FALSE
T01269,2025-12-23T02:18:52.338Z,Pour Over,4.86,3,FALSE
T01270,2026-01-10T23:31:07.522Z,Pastry,4.53,1,FALSE
T01271,2026-02-16T04:51:16.974Z,Merch,25.94,2,TRUE
T01272,2025-12-23T09:22:57.336Z,Pour Over,4.60,2,FALSE
T01273,2025-12-14T06:22:49.523Z,Cold Brew,5.44,1,FALSE
T01274,2026-01-02T06:04:02.208Z,Pour Over,5.54,1,FALSE
T01275,2025-12-13T14:26:08.326Z,Cold Brew,4.86,1,FALSE
T01276,2026-01-14T05:18:51.187Z,Pour Over,5.57,2,FALSE
T01277,2026-02-12T23:40:39.052Z,Merch,24.97,2,FALSE
T01278,2026-02-04T16:38:59.077Z,Merch,25.68,1,FALSE
T01279,2025-12-09T15:23:45.980Z,Merch,25.37,2,FALSE
T01280,2026-03-01T13:30:37.993Z,Espresso,3.04,4,FALSE
T01281,2026-02-01T07:09:16.909Z,Cold Brew,4.07,2,TRUE
T01282,2026-01-14T08:31:46.605Z,Espresso,3.70,1,FALSE
T01283,2026-02-28T15:26:19.742Z,Pastry,4.59,1,TRUE
T01284,2026-03-04T13:16:59.190Z,Cold Brew,5.03,2,FALSE
T01285,2026-01-07T06:36:29.378Z,Merch,25.64,1,FALSE
T01286,2026-03-04T05:15:20.125Z,Cold Brew,4.90,2,FALSE
T01287,2026-01-22T19:52:26.535Z,Espresso,4.00,2,FALSE
T01288,2026-01-18T03:52:55.213Z,Pastry,4.14,1,FALSE
T01289,2026-01-15T16:46:53.148Z,Espresso,4.33,1,FALSE
T01290,2026-01-26T05:36:17.643Z,Cold Brew,5.46,2,TRUE
T01291,2026-02-07T07:40:15.276Z,Merch,25.52,1,FALSE
T01292,2026-01-23T09:29:04.769Z,Espresso,3.85,1,FALSE
T01293,2025-12-21T22:20:23.913Z,Pour Over,5.75,1,FALSE
T01294,2026-02-04T13:17:32.115Z,Cold Brew,4.82,2,FALSE
T01295,2026-01-23T08:24:00.282Z,Espresso,3.32,3,FALSE
T01296,2026-03-08T13:13:01.949Z,Cold Brew,5.36,1,FALSE
T01297,2026-01-07T15:17:57.231Z,Pour Over,4.59,3,FALSE
T01298,2026-01-29T13:20:14.439Z,Cold Brew,4.82,1,FALSE
T01299,2026-02-25T22:28:18.529Z,Cold Brew,4.62,1,FALSE
T01300,2026-02-17T15:47:56.946Z,Pour Over,5.43,2,FALSE
T01301,2026-01-09T12:24:55.439Z,Pour Over,4.59,2,FALSE
T01302,2026-01-06T16:30:07.234Z,Pastry,4.88,1,FALSE
T01303,2026-02-23T00:22:20.204Z,Espresso,3.48,4,FALSE
T01304,2026-01-12T08:35:09.497Z,Pour Over,5.80,1,TRUE
T01305,2026-01-11T23:27:27.898Z,Espresso,4.18,1,FALSE
T01306,2025-12-13T01:29:13.201Z,Pour Over,5.94,1,FALSE
T01307,2026-03-02T16:26:40.112Z,Pour Over,5.30,1,TRUE
T01308,2026-01-09T20:05:22.155Z,Pour Over,4.80,4,FALSE
T01309,2026-02-21T04:32:50.704Z,Espresso,4.23,2,FALSE
T01310,2025-12-31T21:09:34.838Z,Merch,24.78,3,TRUE
T01311,2025-12-12T04:44:04.085Z,Espresso,3.62,1,FALSE
T01312,2026-02-17T04:25:12.351Z,Pastry,3.81,3,FALSE
T01313,2026-02-28T16:50:11.320Z,Pour Over,4.88,2,FALSE
T01314,2026-02-10T19:16:23.597Z,Pour Over,5.28,1,FALSE
T01315,2026-02-02T00:13:45.191Z,Pastry,3.55,3,FALSE
T01316,2025-12-28T08:12:11.068Z,Pour Over,4.65,3,TRUE
T01317,2026-01-01T20:50:50.434Z,Pastry,4.71,1,FALSE
T01318,2026-01-31T01:26:23.272Z,Cold Brew,4.04,4,FALSE
T01319,2026-01-28T20:26:32.755Z,Pour Over,5.22,1,FALSE
T01320,2026-02-21T16:44:56.547Z,Espresso,3.26,4,FALSE
T01321,2026-01-13T05:28:13.995Z,Pastry,4.49,1,TRUE
T01322,2026-01-15T18:43:32.788Z,Pour Over,5.74,1,FALSE
T01323,2026-02-15T09:31:37.531Z,Cold Brew,4.17,4,TRUE
T01324,2025-12-27T00:08:39.194Z,Pour Over,5.62,1,FALSE
T01325,2026-03-01T04:35:24.704Z,Cold Brew,4.69,2,FALSE
T01326,2026-01-07T17:25:23.217Z,Pastry,3.70,2,FALSE
T01327,2026-01-11T06:39:34.543Z,Pastry,4.24,1,FALSE
T01328,2026-02-03T07:29:44.982Z,Espresso,3.57,1,FALSE
T01329,2026-03-01T21:14:57.999Z,Merch,25.98,2,FALSE
T01330,2025-12-18T15:20:09.828Z,Espresso,4.19,2,FALSE
T01331,2025-12-31T05:20:17.650Z,Merch,25.95,1,TRUE
T01332,2026-02-17T07:42:13.190Z,Pour Over,4.68,4,TRUE
T01333,2026-03-02T12:42:25.866Z,Espresso,3.14,2,FALSE
T01334,2026-01-14T10:33:04.646Z,Merch,25.35,1,FALSE
T01335,2026-02-17T20:06:31.080Z,Pastry,3.50,2,FALSE
T01336,2026-01-03T09:39:02.980Z,Espresso,4.03,1,FALSE
T01337,2025-12-20T11:48:48.981Z,Pastry,4.17,1,FALSE
T01338,2026-01-31T07:50:06.445Z,Cold Brew,4.48,4,FALSE
T01339,2026-03-03T04:39:46.073Z,Pastry,4.90,2,FALSE
T01340,2026-01-19T20:54:30.010Z,Pour Over,4.95,2,FALSE
T01341,2025-12-23T16:34:15.747Z,Cold Brew,4.65,1,FALSE
T01342,2026-01-30T14:06:55.380Z,Pastry,3.85,3,FALSE
T01343,2025-12-31T03:17:01.669Z,Cold Brew,4.19,2,TRUE
T01344,2026-01-03T04:44:06.021Z,Pastry,4.12,2,FALSE
T01345,2026-01-14T02:17:46.504Z,Cold Brew,4.57,1,FALSE
T01346,2026-01-18T10:22:58.701Z,Pour Over,4.57,4,FALSE
T01347,2026-03-04T15:58:11.077Z,Merch,25.16,2,FALSE
T01348,2026-01-13T08:25:31.745Z,Espresso,3.27,4,FALSE
T01349,2026-01-29T11:25:54.171Z,Cold Brew,5.30,2,TRUE
T01350,2026-02-11T13:49:33.824Z,Merch,25.67,2,FALSE
T01351,2026-01-30T00:41:46.970Z,Cold Brew,4.08,4,FALSE
T01352,2025-12-09T01:35:27.973Z,Merch,24.70,4,FALSE
T01353,2026-03-02T06:06:58.278Z,Cold Brew,5.07,2,FALSE
T01354,2026-01-27T04:29:46.243Z,Pastry,4.75,1,FALSE
T01355,2025-12-20T06:19:06.789Z,Espresso,4.02,1,FALSE
T01356,2026-01-20T23:54:20.159Z,Cold Brew,5.08,2,FALSE
T01357,2026-02-11T14:41:48.317Z,Pour Over,4.89,3,TRUE
T01358,2025-12-16T12:37:02.357Z,Espresso,4.06,2,FALSE
T01359,2026-02-06T20:49:42.347Z,Cold Brew,5.43,1,FALSE
T01360,2026-02-01T01:57:33.981Z,Merch,25.07,2,FALSE
T01361,2026-02-05T11:24:28.876Z,Pastry,3.56,4,FALSE
T01362,2025-12-18T11:05:27.057Z,Merch,25.13,2,TRUE
T01363,2026-03-05T21:02:04.116Z,Cold Brew,4.52,2,FALSE
T01364,2026-02-25T10:16:53.948Z,Merch,24.60,4,FALSE
T01365,2025-12-30T17:56:18.236Z,Pour Over,4.77,4,FALSE
T01366,2026-01-30T10:44:11.152Z,Cold Brew,4.04,2,FALSE
T01367,2026-01-16T09:17:17.946Z,Cold Brew,5.45,2,TRUE
T01368,2025-12-10T15:07:24.389Z,Pastry,4.44,1,FALSE
T01369,2026-02-11T11:35:20.319Z,Cold Brew,4.80,2,FALSE
T01370,2026-03-07T12:14:43.760Z,Espresso,3.41,3,FALSE
T01371,2026-02-27T06:01:22.671Z,Merch,24.92,3,FALSE
T01372,2026-01-01T15:15:32.307Z,Cold Brew,4.65,1,FALSE
T01373,2026-02-08T23:13:28.102Z,Merch,25.66,2,FALSE
T01374,2026-01-18T05:45:06.614Z,Pour Over,5.66,1,FALSE
T01375,2026-02-17T15:19:41.759Z,Pour Over,5.30,2,FALSE
T01376,2026-01-02T15:12:09.411Z,Cold Brew,4.11,4,FALSE
T01377,2025-12-15T06:28:13.416Z,Pour Over,5.68,2,FALSE
T01378,2026-01-17T23:12:12.070Z,Merch,24.99,3,FALSE
T01379,2025-12-27T10:43:09.548Z,Pastry,3.77,2,FALSE
T01380,2025-12-15T05:07:14.927Z,Merch,24.74,2,FALSE
T01381,2025-12-20T07:52:20.499Z,Cold Brew,5.44,2,FALSE
T01382,2026-01-27T14:04:30.140Z,Merch,25.46,2,FALSE
T01383,2026-02-24T07:33:42.680Z,Pastry,3.73,3,FALSE
T01384,2025-12-09T17:18:15.058Z,Cold Brew,5.14,2,FALSE
T01385,2026-02-04T08:08:34.243Z,Merch,25.54,2,FALSE
T01386,2026-02-14T12:51:05.314Z,Pastry,3.91,3,FALSE
T01387,2026-01-18T14:29:46.782Z,Cold Brew,4.58,2,FALSE
T01388,2026-01-18T09:48:11.058Z,Merch,25.63,2,FALSE
T01389,2026-01-23T09:36:33.268Z,Merch,25.34,2,FALSE
T01390,2026-03-05T04:18:01.601Z,Pastry,4.29,2,FALSE
T01391,2026-01-16T21:05:30.188Z,Espresso,3.36,2,FALSE
T01392,2026-01-31T19:40:40.152Z,Pastry,4.67,1,FALSE
T01393,2026-02-15T03:12:19.675Z,Merch,24.90,2,FALSE
T01394,2026-02-07T02:47:44.786Z,Pour Over,5.83,1,FALSE
T01395,2025-12-20T14:11:48.075Z,Cold Brew,5.50,2,FALSE
T01396,2026-01-11T10:31:33.680Z,Merch,25.04,1,FALSE
T01397,2025-12-25T20:29:44.300Z,Pastry,4.25,1,FALSE
T01398,2026-01-01T22:36:01.184Z,Pour Over,4.77,2,FALSE
T01399,2026-03-01T08:07:11.644Z,Pour Over,5.30,1,FALSE
T01400,2026-02-01T21:16:42.725Z,Merch,25.19,2,FALSE
T01401,2026-01-26T19:37:30.098Z,Espresso,4.20,2,FALSE
T01402,2025-12-26T21:30:56.156Z,Merch,25.29,2,FALSE
T01403,2025-12-28T05:08:27.875Z,Pastry,4.81,2,TRUE
T01404,2026-02-08T23:49:42.176Z,Pastry,3.55,3,TRUE
T01405,2025-12-30T15:10:37.806Z,Merch,25.92,2,FALSE
T01406,2026-01-26T22:42:25.873Z,Merch,24.94,4,FALSE
T01407,2026-02-17T10:40:14.307Z,Espresso,3.83,2,FALSE
T01408,2026-02-20T08:45:26.496Z,Cold Brew,4.56,2,FALSE
T01409,2025-12-12T00:40:04.944Z,Pour Over,5.64,1,FALSE
T01410,2025-12-16T15:51:51.270Z,Merch,24.92,2,FALSE
T01411,2026-03-05T05:28:32.939Z,Merch,24.58,4,FALSE
T01412,2026-02-11T08:44:16.943Z,Cold Brew,4.48,3,TRUE
T01413,2026-01-29T06:34:08.510Z,Pour Over,4.93,2,TRUE
T01414,2026-02-14T15:31:31.638Z,Cold Brew,4.25,3,FALSE
T01415,2026-01-13T03:06:33.446Z,Cold Brew,4.78,1,FALSE
T01416,2026-01-02T07:54:52.525Z,Espresso,3.19,4,FALSE
T01417,2026-01-22T08:52:12.979Z,Pour Over,4.83,2,FALSE
T01418,2026-01-31T22:56:49.415Z,Merch,24.81,2,FALSE
T01419,2026-02-24T19:00:58.693Z,Cold Brew,4.19,4,FALSE
T01420,2026-02-03T13:52:14.656Z,Pour Over,5.66,1,FALSE
T01421,2026-01-29T13:53:19.933Z,Pour Over,4.87,4,FALSE
T01422,2025-12-22T19:01:11.915Z,Merch,24.84,3,FALSE
T01423,2025-12-18T23:26:05.770Z,Pastry,4.23,2,TRUE
T01424,2026-02-06T18:37:31.053Z,Pour Over,5.16,1,TRUE
T01425,2026-01-14T04:39:19.423Z,Pastry,4.16,1,FALSE
T01426,2026-03-01T07:08:47.935Z,Cold Brew,5.21,2,TRUE
T01427,2026-01-25T10:04:12.954Z,Pour Over,5.61,2,FALSE
T01428,2026-01-30T11:38:19.720Z,Merch,24.78,3,FALSE
T01429,2026-03-08T02:40:47.468Z,Cold Brew,4.47,2,TRUE
T01430,2026-01-12T14:48:10.965Z,Pastry,3.59,4,FALSE
T01431,2026-01-05T04:49:14.413Z,Pour Over,5.30,2,TRUE
T01432,2026-02-06T12:58:12.786Z,Pastry,3.91,2,FALSE
T01433,2025-12-11T21:20:32.699Z,Espresso,3.66,1,TRUE
T01434,2026-02-19T21:57:58.732Z,Pastry,4.92,1,FALSE
T01435,2026-01-01T23:42:53.147Z,Pour Over,5.26,1,FALSE
T01436,2026-01-28T15:57:09.714Z,Pastry,4.60,1,FALSE
T01437,2026-01-24T18:41:55.892Z,Pastry,4.80,1,FALSE
T01438,2026-01-19T01:15:05.890Z,Pastry,4.98,2,TRUE
T01439,2026-01-02T14:24:38.951Z,Cold Brew,4.26,4,FALSE
T01440,2026-01-06T03:14:16.662Z,Espresso,4.49,2,FALSE
T01441,2026-01-18T14:19:33.048Z,Pour Over,5.49,2,FALSE
T01442,2026-02-17T12:29:59.572Z,Espresso,3.21,2,FALSE
T01443,2026-02-19T23:24:17.454Z,Cold Brew,5.44,1,FALSE
T01444,2025-12-29T18:29:51.469Z,Cold Brew,4.21,2,FALSE
T01445,2026-02-23T22:08:37.865Z,Pastry,3.54,4,TRUE
T01446,2025-12-27T10:32:35.131Z,Merch,24.86,3,TRUE
T01447,2025-12-22T18:37:11.027Z,Pour Over,4.56,4,FALSE
T01448,2025-12-22T03:54:35.094Z,Cold Brew,5.14,2,TRUE
T01449,2026-02-07T20:24:28.260Z,Pastry,3.60,3,TRUE
T01450,2026-01-02T05:44:23.181Z,Cold Brew,5.05,2,FALSE
T01451,2025-12-28T19:52:42.190Z,Espresso,3.79,1,FALSE
T01452,2026-02-01T03:23:47.804Z,Pour Over,5.61,1,FALSE
T01453,2026-01-31T13:09:25.545Z,Merch,24.82,3,TRUE
T01454,2025-12-29T04:15:38.620Z,Cold Brew,4.11,3,FALSE
T01455,2026-03-07T14:28:22.529Z,Espresso,4.40,2,FALSE
T01456,2026-01-29T02:02:55.913Z,Merch,25.56,1,TRUE
T01457,2026-02-23T05:38:14.444Z,Pour Over,5.57,2,FALSE
T01458,2025-12-23T08:18:28.300Z,Cold Brew,5.29,2,FALSE
T01459,2026-02-19T03:26:44.961Z,Pastry,4.72,2,FALSE
T01460,2026-03-07T02:51:48.846Z,Pastry,3.90,2,FALSE
T01461,2026-02-01T12:26:38.733Z,Merch,24.82,3,FALSE
T01462,2026-03-02T15:09:20.628Z,Merch,25.41,1,FALSE
T01463,2026-02-26T15:06:44.889Z,Merch,25.87,1,FALSE
T01464,2026-01-03T15:32:50.610Z,Merch,24.60,3,FALSE
T01465,2026-02-01T20:27:04.832Z,Cold Brew,4.33,4,FALSE
T01466,2026-02-25T22:18:04.970Z,Pour Over,5.01,2,FALSE
T01467,2026-01-06T15:38:11.095Z,Pastry,3.69,4,FALSE
T01468,2026-02-16T12:07:36.333Z,Merch,25.24,1,FALSE
T01469,2026-02-22T02:02:46.189Z,Pastry,3.95,4,TRUE
T01470,2025-12-29T22:29:00.501Z,Espresso,3.45,2,FALSE
T01471,2026-01-12T23:34:16.892Z,Pastry,4.80,1,FALSE
T01472,2025-12-26T05:08:17.084Z,Merch,24.81,3,FALSE
